TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft of Bicycle,2018,8,7,0.0,4.0,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.25,5457784.58
Theft of Bicycle,2018,8,2,23.0,0.0,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.25,5457784.58
Theft from Vehicle,2018,11,13,0.0,0.0,HELMCKEN ST / RICHARDS ST,Central Business District,491077.89,5458250.06
Theft from Vehicle,2018,10,9,17.0,30.0,HELMCKEN ST / RICHARDS ST,Central Business District,491077.89,5458250.06
Theft from Vehicle,2018,6,23,22.0,0.0,HELMCKEN ST / RICHARDS ST,Central Business District,491077.89,5458250.06
Theft from Vehicle,2018,6,15,10.0,30.0,HELMCKEN ST / RICHARDS ST,Central Business District,491077.89,5458250.06
Mischief,2018,9,25,2.0,40.0,19XX CHARLES ST,Grandview-Woodland,495284.93,5457811.74
Theft from Vehicle,2018,2,8,21.0,30.0,48XX BEATRICE ST,Kensington-Cedar Cottage,495157.78,5454306.53
Theft from Vehicle,2018,8,17,22.0,0.0,48XX BEATRICE ST,Kensington-Cedar Cottage,495157.78,5454306.53
Theft from Vehicle,2018,1,24,22.0,0.0,48XX BEATRICE ST,Kensington-Cedar Cottage,495158.11,5454289.58
Theft from Vehicle,2018,10,17,22.0,15.0,48XX BLENHEIM ST,Dunbar-Southlands,486991.17,5454507.82
Break and Enter Residential/Other,2018,8,30,15.0,19.0,29XX W 8TH AVE,Kitsilano,487586.15,5456926.57
Theft from Vehicle,2018,12,15,21.0,0.0,HELMCKEN ST / HOWE ST,Central Business District,490862.93,5458462.15
Theft from Vehicle,2018,11,24,21.0,0.0,HELMCKEN ST / HOWE ST,Central Business District,490862.93,5458462.15
Break and Enter Residential/Other,2018,6,12,3.0,55.0,29XX W BROADWAY AVE,Kitsilano,487553.49,5456836.32
Theft from Vehicle,2018,11,18,3.0,0.0,HELMCKEN ST / HOWE ST,Central Business District,490862.93,5458462.15
Offence Against a Person,2018,9,2,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2018,11,10,21.0,12.0,HELMCKEN ST / HOWE ST,Central Business District,490862.93,5458462.15
Theft from Vehicle,2018,1,5,19.0,0.0,48XX CAMBIE ST,Riley Park,491398.1,5454383.38
Theft from Vehicle,2018,5,2,16.0,11.0,48XX CAMBIE ST,Riley Park,491398.1,5454383.38
Theft from Vehicle,2018,10,11,16.0,0.0,HELMCKEN ST / HOWE ST,Central Business District,490862.93,5458462.15
Theft from Vehicle,2018,9,17,21.0,0.0,HELMCKEN ST / HOWE ST,Central Business District,490862.93,5458462.15
Theft from Vehicle,2018,9,15,22.0,0.0,HELMCKEN ST / HOWE ST,Central Business District,490862.93,5458462.15
Theft from Vehicle,2018,5,5,13.0,23.0,HELMCKEN ST / HOWE ST,Central Business District,490862.93,5458462.15
Theft from Vehicle,2018,3,22,21.0,45.0,HELMCKEN ST / HOWE ST,Central Business District,490862.93,5458462.15
Theft from Vehicle,2018,3,19,18.0,0.0,HELMCKEN ST / HOWE ST,Central Business District,490862.93,5458462.15
Theft from Vehicle,2018,3,4,0.0,0.0,HELMCKEN ST / HOWE ST,Central Business District,490862.93,5458462.15
Theft from Vehicle,2018,5,31,15.0,0.0,48XX CAMBIE ST,Riley Park,491398.1,5454383.38
Theft from Vehicle,2018,10,12,12.0,0.0,48XX CAMBIE ST,Riley Park,491398.1,5454383.38
Theft from Vehicle,2018,11,11,17.0,30.0,48XX CAMBIE ST,Riley Park,491398.1,5454383.38
Offence Against a Person,2018,2,11,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2018,11,22,12.0,0.0,48XX CAMBIE ST,Riley Park,491398.1,5454383.38
Theft from Vehicle,2018,12,15,18.0,0.0,48XX CAMBIE ST,Riley Park,491398.1,5454383.38
Mischief,2018,4,20,18.0,16.0,19XX BARCLAY ST,West End,489853.96,5459846.85
Theft from Vehicle,2018,12,23,18.0,20.0,48XX CAMBIE ST,Riley Park,491398.1,5454383.38
Mischief,2018,9,2,17.0,0.0,19XX BARCLAY ST,West End,489841.28,5459872.42
Theft from Vehicle,2018,9,3,15.0,24.0,HELMCKEN ST / HORNBY ST,Central Business District,490792.84,5458530.21
Theft from Vehicle,2018,8,13,8.0,41.0,HELMCKEN ST / HORNBY ST,Central Business District,490792.84,5458530.21
Theft from Vehicle,2018,8,10,20.0,0.0,HELMCKEN ST / HORNBY ST,Central Business District,490792.84,5458530.21
Mischief,2018,10,31,15.0,52.0,19XX ARBUTUS ST,Kitsilano,488892.55,5457350.77
Theft from Vehicle,2018,3,7,13.0,0.0,HELMCKEN ST / HORNBY ST,Central Business District,490792.84,5458530.21
Theft from Vehicle,2018,1,14,23.0,30.0,HELMCKEN ST / HORNBY ST,Central Business District,490792.84,5458530.21
Mischief,2018,9,3,3.0,0.0,19XX ADANAC ST,Grandview-Woodland,495290.8,5458303.89
Mischief,2018,1,1,1.0,30.0,197E E 19TH AVE,Riley Park,492655.26,5455669.79
Mischief,2018,4,25,15.0,33.0,18XX YEW ST,Kitsilano,488723.42,5457474.29
Theft of Bicycle,2018,11,6,19.0,15.0,MAIN ST / PRIOR ST,Central Business District,492731.47,5458227.74
Break and Enter Commercial,2018,1,21,5.0,33.0,11XX COMOX ST,West End,490528.14,5458866.59
Theft of Bicycle,2018,5,13,20.0,45.0,MAIN ST / PRIOR ST,Central Business District,492731.47,5458227.74
Theft of Bicycle,2018,3,10,21.0,0.0,MAIN ST / PRIOR ST,Central Business District,492731.47,5458227.74
Break and Enter Residential/Other,2018,1,1,2.0,28.0,2X E 48TH AVE,Sunset,492331.54,5452661.83
Break and Enter Residential/Other,2018,8,29,11.0,51.0,2X E 50TH AVE,Sunset,492330.21,5452443.41
Mischief,2018,12,14,23.0,0.0,18XX W BROADWAY AVE,Kitsilano,489390.04,5456776.73
Theft from Vehicle,2018,7,2,12.0,20.0,HELMCKEN ST / HOMER ST,Central Business District,491149.8,5458177.61
Theft from Vehicle,2018,3,16,23.0,30.0,HELMCKEN ST / HOMER ST,Central Business District,491149.8,5458177.61
Mischief,2018,2,8,7.0,50.0,18XX W BROADWAY AVE,Kitsilano,489313.74,5456788.0
Theft from Vehicle,2018,2,14,17.0,0.0,HELMCKEN ST / HOMER ST,Central Business District,491149.8,5458177.61
Mischief,2018,11,12,18.0,0.0,18XX W 7TH AVE,Kitsilano,489394.1,5456971.56
Mischief,2018,8,6,22.0,15.0,18XX W 7TH AVE,Kitsilano,489258.96,5456985.3
Break and Enter Residential/Other,2018,11,23,17.0,0.0,2X E CORDOVA ST,Central Business District,492451.46,5458847.32
Offence Against a Person,2018,10,21,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft of Bicycle,2018,6,30,0.0,0.0,MAIN ST / NATIONAL AVE,Central Business District,492726.49,5458024.67
Break and Enter Residential/Other,2018,12,7,7.0,0.0,2X E HASTINGS ST,Central Business District,492451.33,5458751.75
Theft from Vehicle,2018,1,16,0.0,18.0,HEBB AVE / NOOTKA ST,Renfrew-Collingwood,497080.24,5456319.35
Theft from Vehicle,2018,2,11,16.0,0.0,HEATLEY AVE / UNION ST,Strathcona,493475.79,5458306.64
Mischief,2018,9,2,22.0,30.0,18XX W 58TH AVE,Kerrisdale,489134.48,5451771.63
Mischief,2018,5,30,5.0,37.0,18XX W 3RD AVE,Kitsilano,489258.66,5457360.01
Mischief,2018,12,29,23.0,0.0,18XX W 33RD AVE,Arbutus Ridge,489198.37,5454368.33
Theft from Vehicle,2018,8,1,10.0,17.0,HEATLEY AVE / POWELL ST,Strathcona,493493.72,5458920.15
Theft of Bicycle,2018,9,15,21.0,54.0,MACDONALD ST / W BROADWAY AVE,Kitsilano,487765.5,5456826.61
Mischief,2018,3,9,7.0,32.0,18XX W 2ND AVE,Kitsilano,489405.64,5457452.74
Theft from Vehicle,2018,6,17,7.0,15.0,HEATLEY AVE / POWELL ST,Strathcona,493493.72,5458920.15
Theft from Vehicle,2018,2,15,9.0,15.0,HEATLEY AVE / POWELL ST,Strathcona,493493.72,5458920.15
Theft from Vehicle,2018,8,13,8.0,30.0,HEATLEY AVE / KEEFER ST,Strathcona,493476.96,5458504.58
Theft from Vehicle,2018,8,9,0.0,0.0,48XX CHATHAM ST,Renfrew-Collingwood,497134.85,5454184.8
Theft from Vehicle,2018,7,28,22.0,0.0,HEATHER ST / W BROADWAY AVE,Fairview,491276.91,5456732.59
Theft from Vehicle,2018,7,25,7.0,0.0,HEATHER ST / W BROADWAY AVE,Fairview,491276.91,5456732.59
Theft of Bicycle,2018,4,19,13.0,0.0,MACDONALD ST / W 4TH AVE,Kitsilano,487757.88,5457304.72
Theft from Vehicle,2018,1,25,21.0,0.0,48XX CHATHAM ST,Renfrew-Collingwood,497148.59,5454206.54
Mischief,2018,10,1,8.0,0.0,18XX W 1ST AVE,Kitsilano,489322.44,5457562.44
Break and Enter Residential/Other,2018,2,18,16.0,30.0,10XX W 12TH AVE,Fairview,490746.96,5456423.61
Theft from Vehicle,2018,10,25,12.0,0.0,48XX COMMERCIAL ST,Kensington-Cedar Cottage,495055.06,5454311.1
Theft from Vehicle,2018,8,31,16.0,0.0,48XX COMMERCIAL ST,Kensington-Cedar Cottage,495056.16,5454270.11
Theft from Vehicle,2018,3,6,21.0,30.0,48XX CULLODEN ST,Kensington-Cedar Cottage,494256.05,5454214.26
Theft from Vehicle,2018,8,19,19.0,0.0,48XX CULLODEN ST,Kensington-Cedar Cottage,494257.03,5454290.08
Mischief,2018,2,8,23.0,0.0,18XX W 14TH AVE,Kitsilano,489249.04,5456272.86
Mischief,2018,3,10,0.0,0.0,18XX W 12TH AVE,Kitsilano,489338.48,5456480.03
Theft from Vehicle,2018,1,19,16.0,0.0,48XX DUMFRIES ST,Kensington-Cedar Cottage,494638.33,5454290.34
Theft of Bicycle,2018,6,6,14.0,0.0,LAUREL ST / W BROADWAY AVE,Fairview,490965.42,5456741.29
Theft of Bicycle,2018,9,13,8.0,0.0,LAUREL ST / W 12TH AVE,Fairview,490872.8,5456434.57
Theft from Vehicle,2018,7,7,22.0,0.0,HEATHER ST / W 31ST AVE,South Cambie,491226.06,5454507.46
Theft of Bicycle,2018,5,9,16.0,30.0,LAUREL ST / W 12TH AVE,Fairview,490872.8,5456434.57
Mischief,2018,11,17,15.0,0.0,18XX W 12TH AVE,Kitsilano,489275.26,5456481.57
Theft from Vehicle,2018,2,8,21.0,30.0,48XX DUMFRIES ST,Kensington-Cedar Cottage,494647.94,5454314.82
Other Theft,2018,12,30,17.0,15.0,7XX ROBSON ST,Central Business District,491215.74,5458816.61
Break and Enter Commercial,2018,6,9,5.0,53.0,11XX DAVIE ST,West End,490333.15,5458766.3
Mischief,2018,6,30,13.0,29.0,18XX VICTORIA DVRS,Kensington-Cedar Cottage,495103.32,5455669.53
Other Theft,2018,12,13,21.0,9.0,7XX ROBSON ST,Central Business District,491215.74,5458816.61
Theft from Vehicle,2018,9,21,20.0,0.0,48XX EARLES ST,Renfrew-Collingwood,496698.41,5454263.48
Break and Enter Residential/Other,2018,10,7,12.0,30.0,2X W 37TH AVE,Riley Park,492277.75,5453841.86
Theft from Vehicle,2018,12,6,15.0,0.0,HEATHER ST / W 18TH AVE,South Cambie,491255.69,5455832.11
Theft from Vehicle,2018,10,7,18.0,0.0,HEATHER ST / W 18TH AVE,South Cambie,491255.69,5455832.11
Theft from Vehicle,2018,2,20,22.0,0.0,11XX KEEFER ST,Strathcona,494159.48,5458492.97
Theft from Vehicle,2018,12,30,0.0,0.0,48XX ELGIN ST,Kensington-Cedar Cottage,493966.2,5454240.12
Theft from Vehicle,2018,12,14,18.0,30.0,48XX ELM ST,Arbutus Ridge,488058.47,5454478.56
Offence Against a Person,2018,8,1,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2018,2,17,22.0,0.0,11XX KEEFER ST,Strathcona,494200.69,5458492.89
Mischief,2018,11,17,0.0,0.0,18XX TEMPLETON DR,Grandview-Woodland,495632.02,5457287.02
Break and Enter Residential/Other,2018,2,19,2.0,12.0,2X W 7TH AVE,Mount Pleasant,492339.49,5456889.69
Break and Enter Residential/Other,2018,5,15,5.0,45.0,2X W 7TH AVE,Mount Pleasant,492339.49,5456889.69
Theft from Vehicle,2018,2,26,0.0,0.0,48XX FLEMING ST,Kensington-Cedar Cottage,494739.99,5454251.5
Mischief,2018,1,12,0.0,0.0,18XX STAINSBURY AVE,Kensington-Cedar Cottage,495107.73,5455490.08
Mischief,2018,12,16,16.0,51.0,18XX STAINSBURY AVE,Kensington-Cedar Cottage,495047.23,5455512.98
Mischief,2018,11,19,18.0,0.0,18XX STAINSBURY AVE,Kensington-Cedar Cottage,495047.23,5455512.98
Theft from Vehicle,2018,11,21,23.0,0.0,HEATHER ST / W 12TH AVE,Fairview,491273.38,5456421.71
Theft from Vehicle,2018,9,10,22.0,30.0,HEATHER ST / W 12TH AVE,Fairview,491273.38,5456421.71
Theft from Vehicle,2018,5,26,14.0,45.0,HEATHER ST / W 12TH AVE,Fairview,491273.38,5456421.71
Offence Against a Person,2018,6,15,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2018,6,30,22.0,30.0,11XX KELOWNA ST,Hastings-Sunrise,496896.23,5457989.3
Break and Enter Residential/Other,2018,4,24,3.0,29.0,2X W HASTINGS ST,Central Business District,492367.14,5458760.01
Theft from Vehicle,2018,4,28,21.0,0.0,48XX GLADSTONE ST,Kensington-Cedar Cottage,495430.79,5454248.83
Theft of Bicycle,2018,2,25,15.0,0.0,KINGSWAY AVE / ST CATHERINES ST,Kensington-Cedar Cottage,493768.33,5455778.89
Theft of Bicycle,2018,10,14,22.0,40.0,KINGSWAY AVE / NANAIMO ST,Renfrew-Collingwood,495769.33,5454345.57
Theft from Vehicle,2018,6,19,20.0,0.0,48XX GOTHARD ST,Renfrew-Collingwood,496037.56,5454260.81
Theft from Vehicle,2018,1,4,18.0,0.0,48XX GOTHARD ST,Renfrew-Collingwood,496061.42,5454297.64
Theft from Vehicle,2018,12,14,10.0,0.0,HEATHER ST / W 10TH AVE,Fairview,491274.7,5456625.84
Theft from Vehicle,2018,2,10,20.0,0.0,48XX GRANVILLE ST,Shaughnessy,489865.89,5454367.6
Theft from Vehicle,2018,10,11,19.0,0.0,HAWKS AVE / UNION ST,Strathcona,493650.3,5458301.45
Mischief,2018,6,4,16.0,7.0,18XX SPYGLASS PL,Fairview,491610.02,5457429.35
Break and Enter Commercial,2018,12,4,1.0,43.0,11XX DAVIE ST,West End,490359.38,5458726.48
Theft from Vehicle,2018,10,22,12.0,0.0,48XX HUDSON ST,Shaughnessy,490208.35,5454372.04
Theft of Bicycle,2018,12,31,1.0,0.0,KINGSWAY AVE / MAIN ST,Mount Pleasant,492652.23,5456870.09
Other Theft,2018,12,13,12.0,21.0,7XX ROBSON ST,Central Business District,491215.74,5458816.61
Mischief,2018,8,17,19.0,0.0,18XX SPYGLASS PL,Fairview,491609.82,5457422.81
Mischief,2018,8,1,14.0,0.0,18XX SPYGLASS PL,Fairview,491609.51,5457413.01
Mischief,2018,12,29,23.0,21.0,18XX SPYGLASS PL,Fairview,491608.8,5457390.14
Theft from Vehicle,2018,3,1,22.0,0.0,48XX INVERNESS ST,Kensington-Cedar Cottage,494169.32,5454214.89
Theft from Vehicle,2018,9,2,17.0,0.0,HAWKS AVE / KEEFER ST,Strathcona,493654.83,5458503.24
Mischief,2018,1,8,1.0,0.0,18XX SE MARINE DR,Victoria-Fraserview,494960.89,5450872.54
Theft from Vehicle,2018,12,3,0.0,30.0,48XX JAMES ST,Riley Park,492420.21,5454237.13
Mischief,2018,5,20,12.0,26.0,18XX SCOTIA ST,Mount Pleasant,492918.2,5457291.56
Other Theft,2018,12,11,15.0,41.0,7XX ROBSON ST,Central Business District,491215.74,5458816.61
Mischief,2018,7,21,4.0,0.0,18XX ROBSON ST,West End,490127.12,5459895.64
Theft from Vehicle,2018,9,30,22.0,0.0,HARWOOD ST / THURLOW ST,West End,490302.84,5458478.16
Theft from Vehicle,2018,8,31,0.0,0.0,HARWOOD ST / THURLOW ST,West End,490302.84,5458478.16
Theft from Vehicle,2018,1,21,14.0,33.0,HARWOOD ST / THURLOW ST,West End,490302.84,5458478.16
Theft from Vehicle,2018,12,25,15.0,0.0,48XX KILLARNEY ST,Renfrew-Collingwood,496934.6,5454187.82
Break and Enter Commercial,2018,4,14,19.0,24.0,1XX E PENDER ST,Central Business District,492572.13,5458641.38
Mischief,2018,1,21,10.0,43.0,18XX ROBSON ST,West End,490116.32,5459906.27
Break and Enter Residential/Other,2018,6,6,23.0,32.0,10XX W 15TH AVE,Fairview,490631.77,5456122.78
Theft from Vehicle,2018,2,7,8.0,0.0,48XX KILLARNEY ST,Renfrew-Collingwood,496947.34,5454190.86
Break and Enter Residential/Other,2018,10,31,6.0,17.0,2XX ALEXANDER ST,Strathcona,492828.25,5459046.19
Theft from Vehicle,2018,4,3,15.0,15.0,48XX KNIGHT ST,Kensington-Cedar Cottage,494438.32,5454258.22
Break and Enter Residential/Other,2018,9,15,5.0,45.0,2XX ALEXANDER ST,Strathcona,492867.51,5459044.79
Theft from Vehicle,2018,7,14,20.0,0.0,48XX LAUREL ST,South Cambie,490907.28,5454401.79
Theft from Vehicle,2018,11,22,0.0,0.0,HARRISON DR / VICTORIA DR,Victoria-Fraserview,495186.25,5450872.56
Theft of Bicycle,2018,7,9,11.0,50.0,KEEFER ST / MAIN ST,Strathcona,492745.84,5458530.07
Theft from Vehicle,2018,3,1,9.0,0.0,48XX MAIN ST,Riley Park,492621.47,5454325.06
Theft from Vehicle,2018,5,17,10.0,30.0,48XX MAIN ST,Riley Park,492621.47,5454325.06
Theft of Bicycle,2018,4,24,7.0,0.0,KEEFER ST / MAIN ST,Strathcona,492745.84,5458530.07
Theft from Vehicle,2018,10,31,22.0,40.0,HAROLD ST / KINGSWAY AVE,Renfrew-Collingwood,497458.54,5453428.04
Theft of Bicycle,2018,2,14,22.0,0.0,KEEFER ST / MAIN ST,Strathcona,492745.84,5458530.07
Theft from Vehicle,2018,2,20,18.0,0.0,48XX MAIN ST,Riley Park,492622.87,5454382.49
Break and Enter Residential/Other,2018,10,11,11.0,42.0,10XX W 15TH AVE,Fairview,490697.59,5456121.09
Mischief,2018,7,27,23.0,0.0,18XX POWELL ST,Grandview-Woodland,495209.29,5459118.09
Break and Enter Residential/Other,2018,2,13,8.0,0.0,10XX W 15TH AVE,Fairview,490700.58,5456121.01
Theft from Vehicle,2018,4,19,11.0,30.0,48XX MAIN ST,Riley Park,492622.87,5454382.49
Theft from Vehicle,2018,3,22,20.0,30.0,48XX MAIN ST,Riley Park,492623.21,5454393.95
Theft from Vehicle,2018,10,3,20.0,15.0,HARO ST / THURLOW ST,West End,490842.95,5459023.47
Theft from Vehicle,2018,1,28,17.0,30.0,48XX MOSS ST,Renfrew-Collingwood,496799.54,5454257.57
Theft from Vehicle,2018,9,18,22.0,0.0,HARO ST / THURLOW ST,West End,490842.95,5459023.47
Theft from Vehicle,2018,12,14,18.0,0.0,48XX NARVAEZ DR,Arbutus Ridge,488260.46,5454511.73
Theft from Vehicle,2018,7,21,12.0,45.0,48XX NARVAEZ DR,Arbutus Ridge,488346.15,5454411.42
Theft from Vehicle,2018,8,1,21.0,55.0,48XX NW MARINE DR,West Point Grey,483795.36,5458303.29
Theft of Bicycle,2018,8,14,0.0,40.0,JOYCE ST / JOYCE STATION LOOP,Renfrew-Collingwood,497696.0,5453963.86
Theft from Vehicle,2018,5,11,21.0,0.0,48XX OSLER ST,Shaughnessy,490536.8,5454415.41
Theft from Vehicle,2018,6,13,21.0,0.0,48XX PATON ST,Arbutus Ridge,488347.23,5454555.28
Theft from Vehicle,2018,3,31,16.0,0.0,48XX PATON ST,Arbutus Ridge,488361.12,5454539.87
Theft from Vehicle,2018,10,20,21.0,0.0,48XX PAYNE ST,Renfrew-Collingwood,497947.18,5454210.06
Offence Against a Person,2018,11,28,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Other Theft,2018,12,10,16.0,6.0,7XX ROBSON ST,Central Business District,491215.74,5458816.61
Offence Against a Person,2018,6,24,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Offence Against a Person,2018,11,3,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Mischief,2018,8,19,0.0,0.0,18XX NELSON ST,West End,489862.88,5459684.27
Break and Enter Commercial,2018,9,2,1.0,28.0,18XX W 57TH AVE,Kerrisdale,489128.38,5451860.09
Other Theft,2018,12,8,9.0,58.0,7XX ROBSON ST,Central Business District,491215.74,5458816.61
Offence Against a Person,2018,4,17,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Mischief,2018,10,24,15.0,19.0,18XX NELSON ST,West End,489834.27,5459712.15
Theft from Vehicle,2018,2,13,23.0,0.0,48XX PRINCE EDWARD ST,Riley Park,492955.13,5454383.43
Mischief,2018,4,25,19.0,0.0,18XX NAPIER ST,Grandview-Woodland,495088.09,5458008.23
Other Theft,2018,12,5,20.0,37.0,7XX ROBSON ST,Central Business District,491215.74,5458816.61
Break and Enter Commercial,2018,8,1,0.0,10.0,11XX DAVIE ST,West End,490419.52,5458678.19
Other Theft,2018,11,29,16.0,12.0,7XX ROBSON ST,Central Business District,491215.74,5458816.61
Break and Enter Residential/Other,2018,4,26,8.0,6.0,2XX DUNLEVY AVE,Strathcona,493061.67,5458907.62
Break and Enter Residential/Other,2018,9,13,3.0,0.0,2XX DUNLEVY AVE,Strathcona,493061.67,5458907.62
Break and Enter Residential/Other,2018,11,19,7.0,56.0,2XX DUNLEVY AVE,Strathcona,493061.67,5458907.62
Break and Enter Residential/Other,2018,12,19,21.0,16.0,2XX DUNLEVY AVE,Strathcona,493061.67,5458907.62
Theft from Vehicle,2018,9,30,19.0,0.0,HAMILTON ST / W PENDER ST,Central Business District,491930.31,5458824.39
Theft from Vehicle,2018,9,30,13.0,15.0,HAMILTON ST / W PENDER ST,Central Business District,491930.31,5458824.39
Theft from Vehicle,2018,9,3,13.0,23.0,HAMILTON ST / W PENDER ST,Central Business District,491930.31,5458824.39
Theft from Vehicle,2018,8,25,15.0,30.0,HAMILTON ST / W PENDER ST,Central Business District,491930.31,5458824.39
Theft from Vehicle,2018,8,19,20.0,5.0,HAMILTON ST / W PENDER ST,Central Business District,491930.31,5458824.39
Theft from Vehicle,2018,8,3,12.0,30.0,HAMILTON ST / W PENDER ST,Central Business District,491930.31,5458824.39
Theft from Vehicle,2018,7,30,20.0,0.0,HAMILTON ST / W PENDER ST,Central Business District,491930.31,5458824.39
Theft from Vehicle,2018,7,17,5.0,4.0,HAMILTON ST / W PENDER ST,Central Business District,491930.31,5458824.39
Theft from Vehicle,2018,7,8,20.0,0.0,HAMILTON ST / W PENDER ST,Central Business District,491930.31,5458824.39
Break and Enter Residential/Other,2018,3,3,16.0,4.0,2XX E 11TH AVE,Mount Pleasant,492779.21,5456490.08
Theft from Vehicle,2018,6,21,18.0,15.0,HAMILTON ST / W PENDER ST,Central Business District,491930.31,5458824.39
Theft from Vehicle,2018,6,1,0.0,0.0,HAMILTON ST / W PENDER ST,Central Business District,491930.31,5458824.39
Theft from Vehicle,2018,5,28,13.0,55.0,HAMILTON ST / W PENDER ST,Central Business District,491930.31,5458824.39
Other Theft,2018,11,27,19.0,55.0,7XX ROBSON ST,Central Business District,491215.74,5458816.61
Other Theft,2018,11,26,16.0,18.0,7XX ROBSON ST,Central Business District,491215.74,5458816.61
Theft from Vehicle,2018,3,1,20.0,0.0,HAMILTON ST / W PENDER ST,Central Business District,491930.31,5458824.39
Theft from Vehicle,2018,1,29,10.0,0.0,HAMILTON ST / W PENDER ST,Central Business District,491930.31,5458824.39
Other Theft,2018,11,25,12.0,19.0,7XX ROBSON ST,Central Business District,491215.74,5458816.61
Other Theft,2018,11,22,9.0,49.0,7XX ROBSON ST,Central Business District,491215.74,5458816.61
Break and Enter Commercial,2018,8,29,4.0,9.0,1XX E PENDER ST,Central Business District,492586.99,5458640.8
Theft from Vehicle,2018,8,24,15.0,30.0,11XX KINGSWAY AVE,Kensington-Cedar Cottage,494152.46,5455509.46
Mischief,2018,1,25,22.0,30.0,18XX MCNICOLL AVE,Kitsilano,489333.1,5458165.52
Theft from Vehicle,2018,4,29,1.0,0.0,HAMILTON ST / W HASTINGS ST,Central Business District,492002.83,5458896.81
Theft from Vehicle,2018,4,25,4.0,44.0,HAMILTON ST / W HASTINGS ST,Central Business District,492002.83,5458896.81
Theft from Vehicle,2018,4,13,12.0,5.0,HAMILTON ST / W HASTINGS ST,Central Business District,492002.83,5458896.81
Theft from Vehicle,2018,4,4,20.0,30.0,HAMILTON ST / W HASTINGS ST,Central Business District,492002.83,5458896.81
Theft from Vehicle,2018,3,2,13.0,0.0,HAMILTON ST / W HASTINGS ST,Central Business District,492002.83,5458896.81
Theft from Vehicle,2018,5,30,21.0,0.0,48XX ROSS ST,Kensington-Cedar Cottage,494071.69,5454237.31
Theft from Vehicle,2018,11,28,19.0,30.0,HAMILTON ST / W GEORGIA ST,Central Business District,491689.96,5458582.12
Theft from Vehicle,2018,9,11,19.0,30.0,HAMILTON ST / W GEORGIA ST,Central Business District,491689.96,5458582.12
Mischief,2018,6,30,12.0,0.0,18XX MACDONALD ST,Kitsilano,487767.13,5457497.58
Theft from Vehicle,2018,8,10,22.0,30.0,48XX ROSS ST,Kensington-Cedar Cottage,494074.16,5454290.62
Theft from Vehicle,2018,5,13,18.0,20.0,HAMILTON ST / W GEORGIA ST,Central Business District,491689.96,5458582.12
Break and Enter Commercial,2018,4,10,9.0,48.0,15XX MARINER WALK,Fairview,489855.76,5457511.4
Theft of Bicycle,2018,7,9,14.0,48.0,HOWE ST / W PENDER ST,Central Business District,491575.3,5459176.0
